# Scene: scene-0916
# Description: Parking lot, bicycle rack, parked bicycles, bus, many peds, parked scooters, parked motorcycle
# Num samples: 41
# Format:
#   FRAME timestamp ego_x ego_y ego_yaw
#   BOX x1 y1 x2 y2 x3 y3 x4 y4 minZ maxZ instance_token category
#   ENDFRAME

FRAME 1538984233.547259 715.686012 1810.047300 -1.295031
BOX 737.117244 1804.476711 737.517467 1804.099455 738.774756 1805.433289 738.374533 1805.810545 0.338500 1.475500 6c7970e410604a148cacfa37fbbf4e34 vehicle.bicycle
BOX 712.913260 1783.637598 712.557531 1784.164810 712.076740 1783.840402 712.432469 1783.313190 0.213500 1.998500 eeabbd601fff49c08c086829bfe13287 human.pedestrian.adult
BOX 711.906260 1784.227598 711.550531 1784.754810 711.069740 1784.430402 711.425469 1783.903190 0.059000 1.885000 54ca0158a30a4d8291684544ddbeff3f human.pedestrian.adult
BOX 719.305566 1817.937689 719.595270 1817.592041 720.280434 1818.166311 719.990730 1818.511959 0.297500 1.992500 fd4862434baa4c208cff8861f181feaa human.pedestrian.adult
BOX 674.019864 1824.126429 672.721011 1822.692133 676.052136 1819.675571 677.350989 1821.109867 1.074500 2.611500 d71462c2ae74472bae3adbf7a41b2fc7 vehicle.car
BOX 706.786664 1780.855349 707.257741 1781.297392 706.879336 1781.700651 706.408259 1781.258608 0.224500 1.961500 b825554384e042baba291f6f75c1ba49 human.pedestrian.adult
BOX 711.358260 1784.036598 711.002531 1784.563810 710.521740 1784.239402 710.877469 1783.712190 0.076500 1.773500 b7ff9843f0bc4154a865230adb65a45d human.pedestrian.adult
BOX 709.499260 1782.861598 709.143531 1783.388810 708.662740 1783.064402 709.018469 1782.537190 0.088500 1.785500 4b8ef2beabcf4121af0f287cd1a7fd55 human.pedestrian.adult
BOX 717.605346 1792.784142 717.098544 1792.339814 717.680654 1791.675858 718.187456 1792.120186 -0.092000 1.688000 89eaf741be444d7e8fcc4748482d338d human.pedestrian.adult
BOX 710.122458 1783.476781 710.624091 1783.867755 710.267542 1784.325219 709.765909 1783.934245 0.200500 1.897500 e5a06b589b93428c867bd6a92ed6da93 human.pedestrian.adult
BOX 696.459790 1817.641532 695.100597 1816.326818 698.610210 1812.698468 699.969403 1814.013182 0.262500 1.775500 ca3f0ced132845b4afce73a6f27a953e vehicle.car
BOX 687.577236 1779.057765 688.676866 1780.135919 685.854764 1783.014235 684.755134 1781.936081 -0.987000 0.581000 8fba9861aa6d4d14b78c90fbb5372fb2 vehicle.car
BOX 732.507108 1797.929119 731.684680 1798.212866 731.296892 1797.088881 732.119320 1796.805134 0.077500 1.966500 7db99b003c8d4a7db1afc75160f47387 human.pedestrian.adult
BOX 717.877101 1791.786842 717.217205 1791.649681 717.396899 1790.785158 718.056795 1790.922319 -0.129500 1.699500 68d411d0e8664a09b4c59787793b0b87 human.pedestrian.adult
BOX 708.164608 1831.526740 708.494568 1831.139174 708.849392 1831.441260 708.519432 1831.828826 0.538500 2.263500 93d56d9b01754c99861f6bceb5874c9e human.pedestrian.adult
BOX 722.621084 1814.165539 722.927093 1813.782840 723.526916 1814.262461 723.220907 1814.645160 0.267000 2.113000 6f6934f00f014284856716428eefd90e human.pedestrian.adult
BOX 697.893999 1796.980129 699.194107 1798.182693 696.296001 1801.315871 694.995893 1800.113307 -0.214500 1.428500 52770232202d4ad1a98ed07d5b4c20b9 vehicle.car
BOX 697.722712 1822.111363 699.901772 1820.223669 707.815288 1829.358637 705.636228 1831.246331 -0.114500 3.304500 8a26f7d33ff04b1a8c8679f8c4a7da91 vehicle.bus.rigid
BOX 690.030217 1796.126552 688.813721 1794.979503 691.885783 1791.721448 693.102279 1792.868497 -0.371500 1.225500 ec5241e32939433baeb2b3955920b28c vehicle.car
ENDFRAME

FRAME 1538984234.047134 716.046208 1808.048909 -1.476004
BOX 696.314489 1798.200805 697.671227 1799.476071 694.299511 1803.063195 692.942773 1801.787929 -0.179000 1.409000 34daad97663c4e8ea00f842adc581ab5 vehicle.car
BOX 684.232931 1782.077225 685.519341 1783.253320 682.159069 1786.928775 680.872659 1785.752680 -0.831500 0.857500 ca5b3ca5aea745ee8fe12b0f74d77f8e vehicle.car
BOX 701.798361 1812.444226 700.369659 1811.109747 703.853639 1807.379774 705.282341 1808.714253 0.003500 1.648500 6dafc154a9ef43ff8fd680620dc90433 vehicle.car
BOX 707.568916 1782.578131 707.201951 1783.031149 706.825084 1782.725869 707.192049 1782.272851 0.036000 1.716000 4591a9f392774001a2cf523286505ac9 human.pedestrian.adult
BOX 694.799625 1819.595928 693.378974 1818.172596 697.030375 1814.528072 698.451026 1815.951404 0.300500 2.279500 e2878e5b8aa849a18e39baee3f3440bd vehicle.car
BOX 693.306430 1792.639298 692.073928 1791.477156 695.225570 1788.134702 696.458072 1789.296844 -0.508500 0.980500 11a08ff383a6451bbda6b9af56cfa6e2 vehicle.car
BOX 710.940260 1782.784598 710.584531 1783.311810 710.103740 1782.987402 710.459469 1782.460190 0.019500 1.716500 c8fcea5cd6d344e69a92241622f58be7 human.pedestrian.adult
BOX 737.601347 1805.072686 738.116237 1804.879326 738.760653 1806.595314 738.245763 1806.788674 0.314000 1.524000 b8bbb0f8ce61468e93ff1d18c06ee663 vehicle.bicycle
BOX 712.963260 1784.662598 712.607531 1785.189810 712.126740 1784.865402 712.482469 1784.338190 0.226500 1.507500 cb5fdffa966345cdb9c7c186143b7857 human.pedestrian.adult
BOX 701.557502 1772.996377 702.083207 1773.495636 700.284498 1775.389623 699.758793 1774.890364 -0.444000 1.082000 6b7d108921ef4e87a46443fbc7f8f59e vehicle.motorcycle
BOX 699.894344 1814.473287 698.309983 1812.993414 701.723656 1809.338713 703.308017 1810.818586 0.100500 1.931500 a9916751b03c494dafa2eddc4496e702 vehicle.car
BOX 698.403697 1816.096763 696.937724 1814.727471 700.190303 1811.245237 701.656276 1812.614529 0.225000 1.773000 bbe3bc5ca1434a2ea802f5ed5062785e vehicle.car
BOX 687.647537 1781.719084 686.542753 1780.564503 689.652463 1777.588916 690.757247 1778.743497 -1.077500 0.407500 6786acf4f6b644639d550c608785320f vehicle.car
BOX 704.900803 1809.778015 703.229179 1808.211377 707.189197 1803.985985 708.860821 1805.552623 -0.021500 2.959500 7a770e392a814e7aa80e6eb74dfa91ef vehicle.truck
BOX 714.158260 1784.021598 713.802531 1784.548810 713.321740 1784.224402 713.677469 1783.697190 0.117500 1.902500 de7bc639112c40ec9ebe406673f1487d human.pedestrian.adult
BOX 725.400506 1792.060731 724.640624 1791.717024 725.105494 1790.689269 725.865376 1791.032976 0.039000 1.671000 c2c271c1bc484bce81639bfda2083588 human.pedestrian.adult
BOX 694.526490 1780.552162 695.212270 1780.290510 695.503510 1781.053838 694.817730 1781.315490 -0.563500 1.243500 af7483c35ffa4ad193d14bbac3b0ab4e human.pedestrian.adult
BOX 711.249380 1785.454823 710.709627 1785.118426 711.166620 1784.385177 711.706373 1784.721574 0.151500 1.988500 ebcd168fd25247f68482853796c9327f human.pedestrian.adult
BOX 713.463994 1785.005627 713.081160 1785.513499 712.618006 1785.164373 713.000840 1784.656501 0.126500 1.407500 9256b7cc27954e7bb5e3a3fb8c62474c human.pedestrian.adult
BOX 737.117244 1804.476711 737.517467 1804.099455 738.774756 1805.433289 738.374533 1805.810545 0.288500 1.425500 6c7970e410604a148cacfa37fbbf4e34 vehicle.bicycle
BOX 712.913260 1783.637598 712.557531 1784.164810 712.076740 1783.840402 712.432469 1783.313190 0.213500 1.998500 eeabbd601fff49c08c086829bfe13287 human.pedestrian.adult
BOX 711.906260 1784.227598 711.550531 1784.754810 711.069740 1784.430402 711.425469 1783.903190 0.086000 1.912000 54ca0158a30a4d8291684544ddbeff3f human.pedestrian.adult
BOX 719.759095 1817.388453 720.050383 1817.044138 720.732905 1817.621547 720.441617 1817.965862 0.323500 2.018500 fd4862434baa4c208cff8861f181feaa human.pedestrian.adult
BOX 709.021916 1780.997186 708.565053 1781.453905 708.174084 1781.062814 708.630947 1780.606095 0.131500 1.856500 c6d85e602dd342d99758b41e64e86e12 human.pedestrian.adult
BOX 673.996864 1824.147429 672.698011 1822.713133 676.029136 1819.696571 677.327989 1821.130867 1.024500 2.561500 d71462c2ae74472bae3adbf7a41b2fc7 vehicle.car
BOX 706.796664 1780.933349 707.267741 1781.375392 706.889336 1781.778651 706.418259 1781.336608 0.241500 1.978500 b825554384e042baba291f6f75c1ba49 human.pedestrian.adult
BOX 711.319260 1784.010598 710.963531 1784.537810 710.482740 1784.213402 710.838469 1783.686190 0.129500 1.826500 b7ff9843f0bc4154a865230adb65a45d human.pedestrian.adult
BOX 709.472260 1782.899598 709.116531 1783.426810 708.635740 1783.102402 708.991469 1782.575190 0.159500 1.856500 4b8ef2beabcf4121af0f287cd1a7fd55 human.pedestrian.adult
BOX 717.005686 1792.259401 716.506711 1791.806300 717.100314 1791.152599 717.599289 1791.605700 -0.045000 1.735000 89eaf741be444d7e8fcc4748482d338d human.pedestrian.adult
BOX 710.122458 1783.476781 710.624091 1783.867755 710.267542 1784.325219 709.765909 1783.934245 0.200500 1.897500 e5a06b589b93428c867bd6a92ed6da93 human.pedestrian.adult
BOX 696.459790 1817.641532 695.100597 1816.326818 698.610210 1812.698468 699.969403 1814.013182 0.279500 1.792500 ca3f0ced132845b4afce73a6f27a953e vehicle.car
BOX 704.013397 1780.070168 703.615640 1779.680247 704.782603 1778.489832 705.180360 1778.879753 0.032500 1.371500 1a074d62265a4117964cb47c9a2e4842 vehicle.motorcycle
BOX 732.507108 1797.929119 731.684680 1798.212866 731.296892 1797.088881 732.119320 1796.805134 0.096500 1.985500 7db99b003c8d4a7db1afc75160f47387 human.pedestrian.adult
BOX 717.334101 1791.253842 716.674205 1791.116681 716.853899 1790.252158 717.513795 1790.389319 -0.084500 1.744500 68d411d0e8664a09b4c59787793b0b87 human.pedestrian.adult
BOX 708.536608 1831.059740 708.866568 1830.672174 709.221392 1830.974260 708.891432 1831.361826 0.538500 2.263500 93d56d9b01754c99861f6bceb5874c9e human.pedestrian.adult
BOX 723.048670 1813.614367 723.341143 1813.221226 723.957330 1813.679633 723.664857 1814.072774 0.267000 2.113000 6f6934f00f014284856716428eefd90e human.pedestrian.adult
BOX 704.109074 1778.837102 704.517132 1779.237942 703.142926 1780.636898 702.734868 1780.236058 0.141500 1.430500 5999098cd1734cea8979dd41bc34b88f vehicle.motorcycle
BOX 697.914999 1797.000129 699.215107 1798.202693 696.317001 1801.335871 695.016893 1800.133307 -0.214500 1.428500 52770232202d4ad1a98ed07d5b4c20b9 vehicle.car
BOX 699.746712 1820.358363 701.925772 1818.470669 709.839288 1827.605637 707.660228 1829.493331 -0.114500 3.304500 8a26f7d33ff04b1a8c8679f8c4a7da91 vehicle.bus.rigid
BOX 690.012848 1796.123334 688.792907 1794.979950 691.855152 1791.712666 693.075093 1792.856050 -0.332500 1.264500 ec5241e32939433baeb2b3955920b28c vehicle.car
ENDFRAME

FRAME 1538984234.547551 716.057003 1805.982806 -1.650690
BOX 696.269489 1798.200805 697.626227 1799.476071 694.254511 1803.063195 692.897773 1801.787929 -0.129000 1.459000 34daad97663c4e8ea00f842adc581ab5 vehicle.car
BOX 684.240931 1782.053225 685.527341 1783.229320 682.167069 1786.904775 680.880659 1785.728680 -0.852500 0.836500 ca5b3ca5aea745ee8fe12b0f74d77f8e vehicle.car
BOX 694.674985 1800.090780 695.983868 1801.336603 692.709015 1804.777220 691.400132 1803.531397 0.006000 1.456000 720ca55c654a4ac8bfe9babd1c1072be vehicle.car
BOX 701.800361 1812.441226 700.371659 1811.106747 703.855639 1807.376774 705.284341 1808.711253 0.029500 1.674500 6dafc154a9ef43ff8fd680620dc90433 vehicle.car
BOX 707.541916 1782.611131 707.174951 1783.064149 706.798084 1782.758869 707.165049 1782.305851 0.036000 1.716000 4591a9f392774001a2cf523286505ac9 human.pedestrian.adult
BOX 694.799625 1819.595928 693.378974 1818.172596 697.030375 1814.528072 698.451026 1815.951404 0.307500 2.286500 e2878e5b8aa849a18e39baee3f3440bd vehicle.car
BOX 693.282430 1792.630298 692.049928 1791.468156 695.201570 1788.125702 696.434072 1789.287844 -0.533500 0.955500 11a08ff383a6451bbda6b9af56cfa6e2 vehicle.car
BOX 710.925260 1782.784598 710.569531 1783.311810 710.088740 1782.987402 710.444469 1782.460190 0.040500 1.737500 c8fcea5cd6d344e69a92241622f58be7 human.pedestrian.adult
BOX 698.564628 1777.600431 698.193493 1777.256491 699.471372 1775.877569 699.842507 1776.221509 -0.829500 0.375500 c5640d5eaa7d42cbbebe7c9bef889b88 vehicle.motorcycle
BOX 737.601347 1805.072686 738.116237 1804.879326 738.760653 1806.595314 738.245763 1806.788674 0.289000 1.499000 b8bbb0f8ce61468e93ff1d18c06ee663 vehicle.bicycle
BOX 668.961254 1826.597416 670.232952 1827.953390 666.998746 1830.986584 665.727048 1829.630610 1.393000 2.897000 1a018f3bcdea44f9ab60912938495032 vehicle.car
BOX 691.357022 1822.887805 690.078365 1821.606736 693.302978 1818.388195 694.581635 1819.669264 0.634500 2.119500 f987ba5f8e6243889a731f8cffe1934b vehicle.car
BOX 712.963260 1784.662598 712.607531 1785.189810 712.126740 1784.865402 712.482469 1784.338190 0.226500 1.507500 cb5fdffa966345cdb9c7c186143b7857 human.pedestrian.adult
BOX 701.549369 1772.987442 702.073456 1773.488398 700.268631 1775.376558 699.744544 1774.875602 -0.434000 1.092000 6b7d108921ef4e87a46443fbc7f8f59e vehicle.motorcycle
BOX 699.894344 1814.473287 698.309983 1812.993414 701.723656 1809.338713 703.308017 1810.818586 0.116500 1.947500 a9916751b03c494dafa2eddc4496e702 vehicle.car
BOX 698.403697 1816.096763 696.937724 1814.727471 700.190303 1811.245237 701.656276 1812.614529 0.242000 1.790000 bbe3bc5ca1434a2ea802f5ed5062785e vehicle.car
BOX 687.631762 1781.668094 686.523505 1780.516846 689.624238 1777.531906 690.732495 1778.683154 -1.020500 0.464500 6786acf4f6b644639d550c608785320f vehicle.car
BOX 704.894853 1809.778451 703.225368 1808.209534 707.191147 1803.989549 708.860632 1805.558466 -0.002500 2.978500 7a770e392a814e7aa80e6eb74dfa91ef vehicle.truck
BOX 714.158260 1784.021598 713.802531 1784.548810 713.321740 1784.224402 713.677469 1783.697190 0.171500 1.956500 de7bc639112c40ec9ebe406673f1487d human.pedestrian.adult
BOX 724.819348 1791.756165 724.047933 1791.439187 724.476652 1790.395835 725.248067 1790.712813 0.089000 1.721000 c2c271c1bc484bce81639bfda2083588 human.pedestrian.adult
BOX 695.115266 1780.304562 695.799754 1780.039549 696.094734 1780.801438 695.410246 1781.066451 -0.523500 1.283500 af7483c35ffa4ad193d14bbac3b0ab4e human.pedestrian.adult
BOX 711.249380 1785.454823 710.709627 1785.118426 711.166620 1784.385177 711.706373 1784.721574 0.176500 2.013500 ebcd168fd25247f68482853796c9327f human.pedestrian.adult
BOX 713.463994 1785.005627 713.081160 1785.513499 712.618006 1785.164373 713.000840 1784.656501 0.143500 1.424500 9256b7cc27954e7bb5e3a3fb8c62474c human.pedestrian.adult
BOX 737.117244 1804.476711 737.517467 1804.099455 738.774756 1805.433289 738.374533 1805.810545 0.238500 1.375500 6c7970e410604a148cacfa37fbbf4e34 vehicle.bicycle
BOX 712.913260 1783.637598 712.557531 1784.164810 712.076740 1783.840402 712.432469 1783.313190 0.213500 1.998500 eeabbd601fff49c08c086829bfe13287 human.pedestrian.adult
BOX 711.906260 1784.227598 711.550531 1784.754810 711.069740 1784.430402 711.425469 1783.903190 0.112000 1.938000 54ca0158a30a4d8291684544ddbeff3f human.pedestrian.adult
BOX 720.212636 1816.838217 720.505503 1816.495244 721.185364 1817.075783 720.892497 1817.418756 0.350500 2.045500 fd4862434baa4c208cff8861f181feaa human.pedestrian.adult
BOX 709.098916 1780.921186 708.642053 1781.377905 708.251084 1780.986814 708.707947 1780.530095 0.134500 1.859500 c6d85e602dd342d99758b41e64e86e12 human.pedestrian.adult
BOX 706.806664 1781.011349 707.277741 1781.453392 706.899336 1781.856651 706.428259 1781.414608 0.259500 1.996500 b825554384e042baba291f6f75c1ba49 human.pedestrian.adult
BOX 681.697440 1804.882746 680.431252 1803.601977 683.820560 1800.251254 685.086748 1801.532023 0.057500 1.692500 55527032f0174fefa3b051a24707bf08 vehicle.car
BOX 711.280260 1783.983598 710.924531 1784.510810 710.443740 1784.186402 710.799469 1783.659190 0.183500 1.880500 b7ff9843f0bc4154a865230adb65a45d human.pedestrian.adult
BOX 709.446260 1782.938598 709.090531 1783.465810 708.609740 1783.141402 708.965469 1782.614190 0.231500 1.928500 4b8ef2beabcf4121af0f287cd1a7fd55 human.pedestrian.adult
BOX 716.406030 1791.734490 715.915043 1791.272746 716.519970 1790.629510 717.010957 1791.091254 0.002000 1.782000 89eaf741be444d7e8fcc4748482d338d human.pedestrian.adult
BOX 710.122458 1783.476781 710.624091 1783.867755 710.267542 1784.325219 709.765909 1783.934245 0.200500 1.897500 e5a06b589b93428c867bd6a92ed6da93 human.pedestrian.adult
BOX 696.459790 1817.641532 695.100597 1816.326818 698.610210 1812.698468 699.969403 1814.013182 0.296500 1.809500 ca3f0ced132845b4afce73a6f27a953e vehicle.car
BOX 704.013397 1780.070168 703.615640 1779.680247 704.782603 1778.489832 705.180360 1778.879753 -0.017500 1.321500 1a074d62265a4117964cb47c9a2e4842 vehicle.motorcycle
BOX 687.539822 1779.001552 688.647266 1780.071678 685.846178 1782.970448 684.738734 1781.900322 -0.887000 0.681000 8fba9861aa6d4d14b78c90fbb5372fb2 vehicle.car
BOX 732.507108 1797.929119 731.684680 1798.212866 731.296892 1797.088881 732.119320 1796.805134 0.114500 2.003500 7db99b003c8d4a7db1afc75160f47387 human.pedestrian.adult
BOX 716.790101 1790.719842 716.130205 1790.582681 716.309899 1789.718158 716.969795 1789.855319 -0.040500 1.788500 68d411d0e8664a09b4c59787793b0b87 human.pedestrian.adult
BOX 708.907608 1830.591740 709.237568 1830.204174 709.592392 1830.506260 709.262432 1830.893826 0.538500 2.263500 93d56d9b01754c99861f6bceb5874c9e human.pedestrian.adult
BOX 723.456807 1813.048251 723.735374 1812.645138 724.367193 1813.081749 724.088626 1813.484862 0.267000 2.113000 6f6934f00f014284856716428eefd90e human.pedestrian.adult
BOX 704.109074 1778.837102 704.517132 1779.237942 703.142926 1780.636898 702.734868 1780.236058 0.141500 1.430500 5999098cd1734cea8979dd41bc34b88f vehicle.motorcycle
BOX 697.914999 1797.000129 699.215107 1798.202693 696.317001 1801.335871 695.016893 1800.133307 -0.214500 1.428500 52770232202d4ad1a98ed07d5b4c20b9 vehicle.car
BOX 701.773712 1818.603363 703.952772 1816.715669 711.866288 1825.850637 709.687228 1827.738331 -0.114500 3.304500 8a26f7d33ff04b1a8c8679f8c4a7da91 vehicle.bus.rigid
BOX 689.995495 1796.119098 688.772115 1794.979394 691.824505 1791.702902 693.047885 1792.842606 -0.292500 1.304500 ec5241e32939433baeb2b3955920b28c vehicle.car
ENDFRAME

FRAME 1538984234.947904 715.808654 1804.381613 -1.788886
BOX 696.248489 1798.222805 697.605227 1799.498071 694.233511 1803.085195 692.876773 1801.809929 -0.129000 1.459000 34daad97663c4e8ea00f842adc581ab5 vehicle.car
BOX 684.247931 1782.034225 685.534341 1783.210320 682.174069 1786.885775 680.887659 1785.709680 -0.869500 0.819500 ca5b3ca5aea745ee8fe12b0f74d77f8e vehicle.car
BOX 694.652985 1800.114780 695.961868 1801.360603 692.687015 1804.801220 691.378132 1803.555397 -0.044000 1.406000 720ca55c654a4ac8bfe9babd1c1072be vehicle.car
BOX 701.802361 1812.438226 700.373659 1811.103747 703.857639 1807.373774 705.286341 1808.708253 0.049500 1.694500 6dafc154a9ef43ff8fd680620dc90433 vehicle.car
BOX 707.532916 1782.621131 707.165951 1783.074149 706.789084 1782.768869 707.156049 1782.315851 0.044000 1.724000 4591a9f392774001a2cf523286505ac9 human.pedestrian.adult
BOX 694.799625 1819.595928 693.378974 1818.172596 697.030375 1814.528072 698.451026 1815.951404 0.312500 2.291500 e2878e5b8aa849a18e39baee3f3440bd vehicle.car
BOX 693.263430 1792.623298 692.030928 1791.461156 695.182570 1788.118702 696.415072 1789.280844 -0.554500 0.934500 11a08ff383a6451bbda6b9af56cfa6e2 vehicle.car
BOX 710.912260 1782.784598 710.556531 1783.311810 710.075740 1782.987402 710.431469 1782.460190 0.056500 1.753500 c8fcea5cd6d344e69a92241622f58be7 human.pedestrian.adult
BOX 698.536628 1777.568431 698.165493 1777.224491 699.443372 1775.845569 699.814507 1776.189509 -0.794500 0.410500 c5640d5eaa7d42cbbebe7c9bef889b88 vehicle.motorcycle
BOX 737.601347 1805.072686 738.116237 1804.879326 738.760653 1806.595314 738.245763 1806.788674 0.339000 1.549000 b8bbb0f8ce61468e93ff1d18c06ee663 vehicle.bicycle
BOX 691.357022 1822.887805 690.078365 1821.606736 693.302978 1818.388195 694.581635 1819.669264 0.639500 2.124500 f987ba5f8e6243889a731f8cffe1934b vehicle.car
BOX 712.963260 1784.662598 712.607531 1785.189810 712.126740 1784.865402 712.482469 1784.338190 0.226500 1.507500 cb5fdffa966345cdb9c7c186143b7857 human.pedestrian.adult
BOX 701.542458 1772.979102 702.065247 1773.481413 700.255542 1775.364898 699.732753 1774.862587 -0.425000 1.101000 6b7d108921ef4e87a46443fbc7f8f59e vehicle.motorcycle
BOX 699.894344 1814.473287 698.309983 1812.993414 701.723656 1809.338713 703.308017 1810.818586 0.128500 1.959500 a9916751b03c494dafa2eddc4496e702 vehicle.car
BOX 698.403697 1816.096763 696.937724 1814.727471 700.190303 1811.245237 701.656276 1812.614529 0.255000 1.803000 bbe3bc5ca1434a2ea802f5ed5062785e vehicle.car
BOX 687.619748 1781.627489 686.508721 1780.478915 689.602252 1777.486511 690.713279 1778.635085 -0.973500 0.511500 6786acf4f6b644639d550c608785320f vehicle.car
BOX 704.889694 1809.779196 703.221923 1808.208458 707.192306 1803.992804 708.860077 1805.563542 0.013500 2.994500 7a770e392a814e7aa80e6eb74dfa91ef vehicle.truck
BOX 714.158260 1784.021598 713.802531 1784.548810 713.321740 1784.224402 713.677469 1783.697190 0.213500 1.998500 de7bc639112c40ec9ebe406673f1487d human.pedestrian.adult
BOX 724.291770 1791.565743 723.525368 1791.236829 723.970230 1790.200257 724.736632 1790.529171 0.129000 1.761000 c2c271c1bc484bce81639bfda2083588 human.pedestrian.adult
BOX 695.587294 1780.107486 696.270737 1779.839788 696.568706 1780.600514 695.885263 1780.868212 -0.491500 1.315500 af7483c35ffa4ad193d14bbac3b0ab4e human.pedestrian.adult
BOX 711.249380 1785.454823 710.709627 1785.118426 711.166620 1784.385177 711.706373 1784.721574 0.205500 2.042500 ebcd168fd25247f68482853796c9327f human.pedestrian.adult
BOX 713.463994 1785.005627 713.081160 1785.513499 712.618006 1785.164373 713.000840 1784.656501 0.158500 1.439500 9256b7cc27954e7bb5e3a3fb8c62474c human.pedestrian.adult
BOX 737.117244 1804.476711 737.517467 1804.099455 738.774756 1805.433289 738.374533 1805.810545 0.282500 1.419500 6c7970e410604a148cacfa37fbbf4e34 vehicle.bicycle
BOX 712.913260 1783.637598 712.557531 1784.164810 712.076740 1783.840402 712.432469 1783.313190 0.213500 1.998500 eeabbd601fff49c08c086829bfe13287 human.pedestrian.adult
BOX 691.096115 1803.292785 692.476299 1804.539658 689.135885 1808.237215 687.755701 1806.990342 -0.029500 1.573500 29d3fb54f8b746118133456815b12eeb vehicle.car
BOX 699.244479 1776.893900 698.772085 1776.424432 700.199521 1774.988100 700.671915 1775.457568 -0.828500 0.570500 0633f89a039a4e05bf60e53b57d1129d vehicle.motorcycle
BOX 711.906260 1784.227598 711.550531 1784.754810 711.069740 1784.430402 711.425469 1783.903190 0.133000 1.959000 54ca0158a30a4d8291684544ddbeff3f human.pedestrian.adult
